date	VMON1402	
1499908193	4.00000	
1499908806	4.00000	
1499909414	4.00000	
1499910015	4.00000	
1499910624	4.00000	
1499911228	4.00000	
1499911841	4.00000	
1499912447	4.00000	
1499913055	4.00000	
1499913658	4.00000	
1499914266	4.00000	
1499914874	4.00000	
1499915486	4.00000	
1499916094	4.00000	
1499916694	4.00000	
1499917303	4.00000	
1499917908	4.00000	
1499918512	4.00000	
1499919118	4.00000	
1499919716	4.00000	
1499920328	4.00000	
1499920931	4.00000	
1499921534	4.00000	
1499922148	4.00000	
1499922749	4.00000	
1499923355	4.00000	
1499923955	4.00000	
1499924567	4.00000	
1499925174	4.00000	
1499925783	4.00000	
1499926390	4.00000	
1499927002	4.00000	
1499927609	4.00000	
1499928215	4.00000	
1499928827	4.00000	
1499929440	4.00000	
1499930043	4.00000	
1499930647	4.00000	
1499931251	4.00000	
1499931850	4.00000	
1499932462	4.00000	
1499933075	4.00000	
1499933675	4.00000	
1499934279	4.00000	
1499934879	4.00000	
1499935494	4.00000	
1499936094	4.00000	
1499936696	4.00000	
1499937301	4.00000	
1499937913	4.00000	
1499938517	4.00000	
1499939132	4.00000	
1499939731	4.00000	
1499940345	4.00000	
1499940949	4.00000	
1499941559	4.00000	
1499942165	4.00000	
1499942780	4.00000	
1499943381	4.00000	
1499943989	4.00000	
1499944601	4.00000	
1499945195	4.00000	
1499945807	4.00000	
1499946424	4.00000	
1499947031	4.00000	
1499947644	4.00000	
1499948252	4.00000	
1499948854	4.00000	
1499949460	4.00000	
1499950065	4.00000	
1499950670	4.00000	
1499951278	4.00000	
1499951884	4.00000	
1499952484	4.00000	
1499953084	4.00000	
1499953690	4.00000	
1499954297	4.00000	
1499954902	4.00000	
1499955511	4.00000	
1499956120	4.00000	
1499956733	4.00000	
1499957344	4.00000	
1499957952	4.00000	
1499958562	4.00000	
1499959162	4.00000	
1499959777	4.00000	
1499960378	4.00000	
1499960989	4.00000	
1499961601	4.00000	
1499962201	4.00000	
1499962805	4.00000	
1499963417	4.00000	
1499964025	4.00000	
1499964638	4.00000	
1499965248	4.00000	
1499965855	4.00000	
1499966467	4.00000	
1499967074	4.00000	
1499967678	4.00000	
1499968284	4.00000	
1499968886	4.00000	
1499969497	4.00000	
1499970102	4.00000	
1499970709	4.00000	
1499971319	4.00000	
1499971924	4.00000	
1499972534	4.00000	
1499973137	4.00000	
1499973747	4.00000	
1499974347	4.00000	
1499974953	4.00000	
1499975559	4.00000	
1499976167	4.00000	
1499976770	4.00000	
1499977371	4.00000	
1499977978	4.00000	
1499978589	4.00000	
1499979195	4.00000	
1499979798	4.00000	
1499980401	4.00000	
1499981002	4.00000	
1499981613	4.00000	
1499982219	4.00000	
1499982830	4.00000	
1499983445	4.00000	
1499984053	4.00000	
1499984657	4.00000	
1499985260	4.00000	
1499985868	4.00000	
1499986476	4.00000	
1499987082	4.00000	
1499987695	4.00000	
1499988299	4.00000	
1499988929	4.00000	
1499989539	4.00000	
1499990142	4.00000	
1499990729	4.00000	
1499991332	4.00000	
1499991934	4.00000	
1499992533	4.00000	
1499993137	4.00000	
1499993748	4.00000	
1499994355	4.00000	
1499994955	4.00000	
1499995563	4.00000	
1499996175	4.00000	
1499996784	4.00000	
1499997389	4.00000	
1499998003	4.00000	
1499998612	4.00000	
1499999214	4.00000	
1499999826	4.00000	
1500000426	4.00000	
1500001039	4.00000	
1500001649	4.00000	
1500002260	4.00000	
1500002864	4.00000	
1500003472	4.00000	
1500004083	4.00000	
1500004694	4.00000	
1500005310	4.00000	
1500005911	4.00000	
1500006513	4.00000	
1500007121	4.00000	
1500007733	4.00000	
1500008343	4.00000	
1500008958	4.00000	
1500009557	4.00000	
1500010161	4.00000	
1500010774	4.00000	
1500011385	4.00000	
1500011996	4.00000	
1500012604	4.00000	
1500013214	4.00000	
1500013820	4.00000	
1500014428	4.00000	
1500015036	4.00000	
1500015642	4.00000	
1500016244	4.00000	
